,country,year,kind,title,sid
2060,Japan,2022,Drama,Koi to Dangan,47826
2063,Japan,2019,Drama,Perfect Crime,23687
2076,Japan,2021,Drama,Okaeri Mone,33242
2080,Japan,2022,Drama,Silent,48722
2086,Japan,2019,Drama,"3 Nen A Gumi: Ima kara Mina-san wa, Hitojichi Desu",23940
2087,Japan,2022,Drama,Akai Nurse Call,47696
2088,Japan,2018,Drama,Ao to Boku,22647
2095,Japan,2022,Drama,Double,46280
2104,Japan,2022,Drama,Gannibal,46860
2109,Japan,2017,Drama,Hokuto,15482
2113,Japan,2021,Drama,Influence,38201
2114,Japan,2022,Drama,Isu,46338
2130,Japan,2022,Drama,Mystery to Iunakare,41634
2142,Japan,2021,Movie,The Door into Summer,33783
2146,Japan,2018,Movie,The Outsider,24626
2204,Japan,2015,Movie,Flying Colors,10469
2207,Japan,2022,Drama,Fukou-kun wa Kiss Suru Shikanai!,46326
2260,Japan,2019,Drama,"Ore no Sukato, Doko Itta?",25322
2291,Japan,2020,Movie,The Brightest Roof in the Universe,31390
2331,Japan,2020,Drama,Kare ga Boku ni Koishita Wake,33377
2332,Japan,2018,Drama,The Novelist,22398
2333,Japan,2022,Drama,8.2 Byo no Hosoku,47695
2335,Japan,2020,Drama,Be Love,36631
2336,Japan,2022,Drama Special,Boku mo Aitsu mo Shinrodesu,46208
2337,Japan,2022,Movie,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!: The Movie,44562
2338,Japan,2018,Movie,Does the Flower Bloom?,19094
2339,Japan,2022,Drama,Fudanshi Bartender no Tashinami,47347
2340,Japan,2021,Drama,Given,41513
2341,Japan,2020,Movie,His,27401
2342,Japan,2019,Drama,His - Koisuru Tsumori Nante Nakatta,31207
2343,Japan,2018,Drama,Joshi-teki Seikatsu,19255
2344,Japan,2010,Movie,Junjou,3158
2345,Japan,2022,Drama,Kamisama no Ekohiiki,40379
2346,Japan,2021,Drama Special,Kieta Hatsukoi Special,44939
2347,Japan,2022,Drama,Kimi no Koto Dake Mite Itai,47514
2348,Japan,2022,Drama,Minato Shouji Coin Laundry,46557
2349,Japan,2021,Drama,"Muchuu-sa, Kimi ni",38409
2350,Japan,2014,Movie,No Touching At All,8806
2351,Japan,2011,Movie,Quite Ordinary,6585
2352,Japan,2020,Movie,Restart After Come Back Home,32874
2353,Japan,2022,Drama,"Senpai, Danjite Koidewa!",47289
2354,Japan,2017,Movie,Silhouette of Your Voice,15359
2356,Japan,2021,Drama,Super Rich,43162
2357,Japan,2011,Drama,Switch Girl!!,3107
2358,Japan,2022,Drama,Takara-kun to Amagi-kun,48143
2359,Japan,2020,Drama Special,Tsuge & Minato,38286
2360,Japan,2021,Drama,Utsukushii Kare,43842
2361,Japan,2020,Drama Special,Valentine's Day / Rokkaku,38285
2393,Japan,2015,Drama,Minami-kun no Koibito - My Little Lover,12108
2406,Japan,2018,Movie,"Ano ko no, Toriko",17751
2408,Japan,2018,Movie,Are You Ready? Hey You Girl!,21359
2411,Japan,2017,Movie,Bow Then Kiss,16599
2467,Japan,2016,Drama,Sumika Sumire,13363
2678,Japan,2021,Drama,Black Cinderella,39445
2810,Japan,2010,Movie,8Uppers,503
2811,Japan,2010,Movie,A Boy and His Samurai,1625
2812,Japan,2012,Movie,Ace Attorney,3267
2813,Japan,2010,Movie,Alien vs Ninja,1626
2814,Japan,2015,Movie,Assassination Classroom,10050
2815,Japan,2009,Drama,BOSS,174
2816,Japan,2011,Drama,BOSS Season 2,1094
2817,Japan,2007,Drama Special,Byakkotai,2229
2818,Japan,2000,Movie,Dead or Alive 2: Birds,2705
2819,Japan,2002,Movie,Dead Or Alive Final,2706
2820,Japan,1999,Movie,Dead Or Alive: Hanzaisha,2704
2821,Japan,2008,Movie,Departures,512
2822,Japan,2011,Drama,Don Quixote,2637
2823,Japan,2009,Drama Special,Door to Door,1783
2825,Japan,2010,Drama,"Freeter, Ie o Kau.",231
2826,Japan,2011,Drama Special,"Freeter, Ie o Kau. Special",3389
2827,Japan,2007,Drama,Galileo,276
2828,Japan,2008,Drama Special,Galileo Episode Zero ,4142
2829,Japan,2001,Movie,Go,318
2830,Japan,2009,Movie,Goemon,359
2831,Japan,2003,Drama Special,Gokusen Special,1757
2832,Japan,2008,Drama,Gonzo,782
2833,Japan,2011,Movie,Hankyu Railways – A 15-Minute Miracle,1950
2834,Japan,2011,Movie,Hara-Kiri: Death of a Samurai,1697
2835,Japan,2007,Movie,Hero,642
2836,Japan,2006,Drama Special,Hero SP,1765
2837,Japan,2010,Drama,Hidarime Tantei EYE,98
2838,Japan,2005,Drama Special,Hiroshima Showa Nijuunen Hachigatsu Muika,4512
2839,Japan,2011,Drama,"HUNTER - Sono Onnatachi, Shoukin Kasegi",2967
2840,Japan,2007,Movie,I Just Didn't Do It,761
2841,Japan,2001,Movie,Ichi the Killer,1672
2842,Japan,2009,Drama,JIN,144
2843,Japan,2011,Drama,JIN 2,1334
2844,Japan,2010,Drama,Joker Yurusarezaru Sousakan,164
2845,Japan,2010,Drama,Kaibutsu kun,113
2846,Japan,2010,Drama Special,Kaibutsu-kun SP,1778
2847,Japan,2011,Movie,Kaiji 2,3670
2848,Japan,2009,Movie,Kamui Gaiden,341
2849,Japan,2010,Drama Special,Kobe Shinbun no Nanokakan,4255
2850,Japan,2009,Drama,Koshonin 2,538
2851,Japan,2010,Movie,Koshonin the Movie,539
2852,Japan,2011,Drama,LADY - Saigo no Hanzai Profile,391
2853,Japan,2006,Movie,Letters from Iwo Jima,1784
2854,Japan,2009,Drama,Liar Game 2,40
2855,Japan,2012,Movie,Liar Game: Reborn,3157
2856,Japan,2010,Movie,Liar Game: The Final Stage,62
2858,Japan,2003,Movie,Moon Child,129
2860,Japan,2011,Movie,Oba: The Last Samurai,1945
2861,Japan,2010,Movie,Ooku,1621
2862,Japan,2009,Movie,Pandemic,904
2863,Japan,2013,Movie,Platinum Data,3378
2864,Japan,2001,Movie,Platonic Sex,2697
2866,Japan,2002,Movie,Returner,465
2867,Japan,2011,Drama Special,Saigo no Kizuna: Okinawa Hikisakareta Kyodai,2707
2868,Japan,2011,Movie,Saya Zamurai,2056
2869,Japan,2006,Drama Special,Sengoku Jieitai,972
2870,Japan,2012,Drama,Shiritsu Bakaleya Koukou,3839
2871,Japan,2000,Movie,Spiral,2713
2872,Japan,2008,Movie,Suspect X,1671
2874,Japan,2006,Drama Special,Tantei Gakuen Q Special,1777
2875,Japan,2003,Movie,The Blue Flame,805
2876,Japan,2010,Movie,The Fallen Angel,1346
2878,Japan,2010,Movie,The Last Ronin,3488
2880,Japan,2008,Movie,The Machine Girl,2414
2881,Japan,2008,Drama,The Quiz Show,173
2882,Japan,2010,Movie,Time Traveller,245
2883,Japan,2008,Movie,Tokyo Gore Police,2415
2884,Japan,2009,Movie,Tokyo Gore School,1703
2885,Japan,2010,Drama,Unubore Deka,191
2886,Japan,2003,Movie,When the Last Sword Is Drawn,2714
2887,Japan,2011,Drama,Yokai Ningen Bem,2939
2888,Japan,2003,Movie,Zatoichi,425
2889,Japan,2004,Movie,Zebraman,779
2892,Japan,2008,Movie,10 Promises to My Dog,506
2893,Japan,2022,Movie,20-Year-Old Soul,40334
2904,Japan,2020,Movie,"Blue, Painful, Fragile",32010
2913,Japan,2020,Drama,FAKE MOTION: Takkyu no Osho,31597
2914,Japan,2021,Drama,FAKE MOTION: Tatta Hitotsu no Negai,37878
2921,Japan,2021,Movie,Honey Lemon Soda,35796
2931,Japan,2021,Drama,Kanojo wa Kirei datta,41343
2932,Japan,2022,Drama,Kingyo Tsuma,38302
2935,Japan,2019,Movie,Little Love Song,25700
2937,Japan,2020,Movie,"Love Me, Love Me Not",25861
2941,Japan,2018,Movie,Marmalade Boy,18294
2943,Japan,2006,Movie,Midnight Sun,307
2947,Japan,2020,Drama,Nibiiro no Hako no Naka de,31152
2951,Japan,2014,Movie,Princess Jellyfish,8869
2956,Japan,2015,Movie,Senior and Her,11492
2963,Japan,2012,Drama,Switch Girl!! Season 2,5334
2964,Japan,2017,Movie,The 100th Love With You,14063
2965,Japan,2022,Movie,The Blue Skies at Your Feet,43462
2977,Japan,2018,Movie,Waiting for Spring,20843
2983,Japan,2020,Drama,You Are My Destiny,31569
2989,Japan,2016,Movie,Assassination Classroom: Graduation,12401
2992,Japan,2018,Movie,BLEACH,14821
2994,Japan,2016,Drama,Boku no Yabai Tsuma,14033
2998,Japan,2019,Drama,Chou no Rikigaku,27546
3000,Japan,2010,Movie,Death Game Park,2812
3001,Japan,2016,Movie,Death Note: Light up the New World,12976
3002,Japan,2012,Drama,Dirty Mama!,3092
3004,Japan,2017,Movie,Friends Games: The Movie,15508
3005,Japan,2017,Movie,Friends Games: The Movie Final,17742
3006,Japan,2017,Movie,Fullmetal Alchemist 1,14025
3011,Japan,2006,Movie,Hana Yori Mo Naho,1925
3022,Japan,2015,Drama,Ishi no Mayu,12270
3024,Japan,2019,Movie,Kaguya-sama: Love Is War,25141
3025,Japan,2021,Movie,Kaguya-sama: Love Is War Final,38869
3026,Japan,2020,Drama,Kono Koi Atatamemasu ka,35576
3029,Japan,2017,Drama,Mi wo Tsukushi Ryouricho,16703
3031,Japan,2018,Drama,Miss Sherlock,19457
3040,Japan,2016,Drama,Omukae Desu,13816
3046,Japan,2017,Drama,Reverse,16331
3047,Japan,2016,Drama,Rinsho Hanzai Gakusha Himura Hideo no Suiri,13193
3048,Japan,2013,Drama,Saki,5541
3054,Japan,2016,Drama,Suishou no Kodou,14822
3067,Japan,2017,Drama,Tomodachi Game,15507
3072,Japan,2011,Drama,Utsukushii Rinjin,834
3077,Japan,2019,Drama,Takane to Hana,24758
3082,Japan,2020,Movie,Grand Blue,31404
3085,Japan,2018,Movie,Sensei Kunshu,19892
3114,Japan,2021,Movie,Homunculus,38104
3129,Japan,2020,Movie,Mother,31291
3133,Japan,2015,Drama,Algernon ni Hanataba wo,11064
3134,Japan,2017,Drama,Ani ni Aisaresugite Komattemasu,16551
3135,Japan,2012,Movie,Be Crazy About Me,4168
3136,Japan,2014,Drama,Bitter Blood,8296
3138,Japan,2013,Drama,Dokushin Kizoku,7424
3143,Japan,2018,Drama,"Hanbun, Aoi",17586
3147,Japan,2016,Drama,Koe Koi,14352
3148,Japan,2017,Drama,Kuzu no Honkai,15810
3151,Japan,2020,Drama,Mada Mada Koi wa Tsuzuku yo Doko Made mo,32948
3154,Japan,2018,Movie,My Little Monster,17344
3156,Japan,2010,Drama,RYOMADEN,529
3172,Japan,2016,Drama,Hapimari: Happy Marriage!?,14175
3183,Japan,2020,Drama,Marry Me!,35387
3186,Japan,2018,Drama,Missions of Love,20100
3191,Japan,2016,Drama,Nigeru wa Haji da ga Yaku ni Tatsu,14701
3224,Japan,2021,Drama,Kikazaru Koi ni wa Riyuu ga Atte,39698
3225,Japan,2021,Drama,Koi Desu: Yankee-kun to Hakujou Garu,42595
3235,Japan,2014,Movie,Clover,9641
3242,Japan,2017,Drama,Kahogo no Kahoko,17459
3253,Japan,2019,Drama,Perfect World,24905
3254,Japan,2018,Movie,Perfect World,17479
3262,Japan,2022,Drama,Yangotonaki Ichizoku,45747
3264,Japan,2012,Drama,Legal High,3535
3270,Japan,1993,Drama,Asunaro Hakusho,2668
3272,Japan,2005,Drama,Boku to Kanojo no XXX,1298
3273,Japan,2011,Drama,Boku to Star no 99 Nichi,2882
3276,Japan,2002,Drama,Friends,1752
3277,Japan,2012,Drama Special,GTO: Autumn Demon Rampage Special,5046
3278,Japan,2012,Drama,GTO: Remake,4359
3280,Japan,2008,Movie,Handsome Suit,1581
3287,Japan,1998,Drama,Kamisama Mou Sukoshi Dake,600
3288,Japan,2011,Drama Special,Kudo Shinichi e no Chousenjou - Kaichou Densetsu no Nazo,1993
3291,Japan,1996,Drama,Long Vacation,1387
3292,Japan,1997,Drama,Love Generation,1390
3294,Japan,2012,Drama Special,Meitantei Conan Drama Special: Kudo Shinichi Kyoto Shinsengumi Satsujin Jiken,3589
3295,Japan,2007,Drama,Mop Girl,2112
3297,Japan,1998,Drama,News no Onna,1967
3298,Japan,2006,Drama,Oishii Proposal,482
3299,Japan,1983,Drama,Oshin,2174
3304,Japan,1998,Movie,Ring,624
3305,Japan,2000,Movie,Ring 0: Birthday,627
3306,Japan,2008,Drama,Seigi no Mikata,189
3307,Japan,2013,Drama,Sennyuu Tantei Tokage,5794
3309,Japan,2011,Drama,"Soredemo, Ikite Yuku",2636
3310,Japan,2008,Drama,Taiyo to Umi no Kyoshitsu,550
3324,Japan,1991,Drama,Tokyo Love Story,1900
3326,Japan,2013,Drama,Umi no Ue no Shinryoujo ,7371
3333,Japan,2011,Drama,Zenkai Girl,2603
3334,Japan,1997,Drama,Aoi Tori,2106
3343,Japan,2014,Drama,Kyou wa Kaisha Yasumimasu,9788
3346,Japan,2013,Drama,Mielino Kashiwagi,5527
3347,Japan,2012,Drama,Omo ni Naitemasu,4445
3352,Japan,2005,Drama,Slow Dance,981
3356,Japan,2014,Drama,Watashi no Kirai na Tantei ,7698
3366,Japan,2009,Movie,Amalfi: Rewards of the Goddess,330
3368,Japan,2011,Drama,Asuko March!,1338
3381,Japan,2002,Movie,Dolls,2604
3391,Japan,2012,Movie,Girl,3630
3393,Japan,2010,Movie,Hanamizuki,1280
3397,Japan,2012,Movie,Hotaru no Hikari: It's Only a Little Light in My Life,3342
3406,Japan,2002,Movie,Ju-on: The Grudge,622
3407,Japan,2013,Drama,Kazoku Game,5615
3408,Japan,2010,Drama Special,Kimi no Kioku wo Boku ni Kudasai,4075
3410,Japan,2012,Movie,Like Someone in Love,5099
3414,Japan,2011,Drama Special,Love Stories From Fukuoka 6,8670
3420,Japan,2011,Drama,Mitsu no Aji,2974
3422,Japan,2014,Movie,My Pretend Girlfriend,7123
3424,Japan,2009,Movie,My Rainy Days,759
3426,Japan,2010,Movie,Norwegian Wood,1344
3433,Japan,2012,Drama,Renai Neet,3101
3434,Japan,2012,Drama Special,"Rich Man, Poor Woman Episode Zero",4938
3435,Japan,2013,Drama Special,"Rich Man, Poor Woman in New York",5567
3437,Japan,2013,Drama,Saikou no Rikon,5555
3438,Japan,2007,Movie,Sakuran,1399
3445,Japan,2009,Drama,Sweet Room,2682
3455,Japan,2004,Drama,Tokyo Wankei,2150
3457,Japan,2010,Drama,Tsuki no Koibito,147
3459,Japan,2015,Drama,Underwear,12817
3461,Japan,2007,Movie,Virgin Snow,180
3462,Japan,2011,Drama,Watashi ga Renai Dekinai Riyuu,2893
3463,Japan,2012,Movie,We Were There: Part 1,2010
3464,Japan,2012,Movie,We Were There: Part 2,4113
3473,Japan,2017,Drama,100-manen no Onna-tachi,16655
3486,Japan,2005,Drama,Brother Beat,552
3491,Japan,2017,Drama,Code Blue Season 3,16566
3495,Japan,2014,Movie,Crows Explode,6479
3529,Japan,2006,Drama,Kekkon Dekinai Otoko,469
3530,Japan,2008,Drama,Kimi Hannin Janai yo ne?,387
3537,Japan,2014,Movie,Lupin III,8003
3543,Japan,2012,Drama,Mirai Nikki,3631
3547,Japan,2011,Drama,Muscle Girl,829
3553,Japan,2007,Drama,Papa to Musume no Nanokakan,1849
3558,Japan,2008,Drama Special,Proposal Daisakusen Special,1763
3564,Japan,2012,Drama,Risou no Musuko,3106
3578,Japan,2013,Drama,Summer Nude,6629
3612,Japan,2012,TV Show,Yamashita Tomohisa: Route 66,18934
3628,Japan,2017,Drama,Ima kara Anata wo Kyouhaku Shimasu,18079
3630,Japan,2019,Drama,Kakafukaka,25736
3636,Japan,2019,Drama,Scams,26611
3639,Japan,2015,Movie,Udagawachou de Matteteyo,11699
3675,Japan,2021,Drama,Rinko-san wa Shite Mitai,43708
3692,Japan,2020,Movie,Your Eyes Tell,28886
3703,Japan,2020,Movie,Love Stage!!,28991
3708,Japan,2015,Movie,Our Little Sister,9596
3727,Japan,2016,Drama,Cold Case: Shinjitsu no Tobira,14154
3728,Japan,2018,Drama,Cold Case: Shinjitsu no Tobira Season 2,18455
3729,Japan,2020,Drama,Cold Case: Shinjitsu no Tobira Season 3,31910
3740,Japan,2018,Movie,Honey,17274
3763,Japan,2022,Drama,Kindaichi Shonen no Jikenbo 5,45377
3764,Japan,2014,Drama,Kindaichi Shonen no Jikenbo N,8857
3774,Japan,2017,Movie,My Brother Loves Me Too Much,15009
3775,Japan,2017,Movie,My Teacher,15439
3776,Japan,2016,Movie,"My Tomorrow, Your Yesterday",13565
3790,Japan,2015,Drama,Ouroboros,9884
3791,Japan,2017,Movie,P to JK,14193
3799,Japan,2019,Drama,Rinsho Hanzai Gakusha Himura Hideo no Suiri Season 2,26105
3804,Japan,2015,Drama,Siren,12669
3818,Japan,2017,Movie,The 8-Year Engagement,15767
3848,Japan,2013,Drama,Yamada-kun to 7-nin no Majo,6734
3865,Japan,2019,Drama,Mood Indigo,24996
3887,Japan,2022,Drama,Ameiro Paradox,49568
3892,Japan,2023,Drama,Bokura no Micro na Shuumatsu,49643
3893,Japan,2015,Movie,Candy and Kiss,13847
3907,Japan,2022,Drama,Eien no Kinou,48925
3924,Japan,2023,Drama,Jack o' Frost,50084
3925,Japan,2022,Drama,Kabe Sa Doujin Sakka no Neko Yashiki-kun wa Shouninyokkyuu wo Kojiraseteiru,47644
3927,Japan,2021,Drama,Konin Todoke ni Han wo Oshita dake desu ga,43141
3949,Japan,2016,Drama Special,Ossan's Love,15981
3950,Japan,2018,Drama,Ossan's Love,20678
3951,Japan,2019,Movie,Ossan’s Love: LOVE or DEAD,24196
3958,Japan,2021,Movie,Pornographer - Spring Life,39542
3979,Japan,2021,Movie,The Novelist: Playback,35635
3989,Japan,2023,Drama,Utsukushii Kare Season 2,50029
4000,Japan,2019,Drama,Yuri Dano Kan Dano,25750
4006,Japan,2022,Drama,17-sai no Teikoku,44602
4009,Japan,2021,Drama,Chijo no Kiss,41487
4011,Japan,2021,Drama,Eroi Kareshi ga Watashi wo Madowasu,42813
4016,Japan,2021,Drama,Love Is Phantom,38916
4017,Japan,2021,Drama,Momoiro Anzuiro Sakurairo,38732
4018,Japan,2022,Drama,Motokare Retry,46477
4049,Japan,2019,Drama,Hajimete Koi wo Shita Hi ni Yomu Hanashi,23567
4052,Japan,1999,Drama,Majo no Jouken,568
4055,Japan,2021,Drama,Promise Cinderella,41226
4071,Japan,2007,Movie,26 Years Diary,682
4080,Japan,2010,Movie,Memoirs of a Teenage Amnesiac,207
4084,Japan,2012,Drama,Piece,5139
4091,Japan,2007,Movie,Takumi-kun Series 1: And The Spring Breeze Whispers,1406
4092,Japan,2009,Movie,Takumi-kun Series 2: Rainbow Colored Glass,1407
4097,Japan,2013,Drama,Vampire Heaven,5796
4120,Japan,2020,Drama,Rental Nan mo Shinai Hito,31362
4123,Japan,2020,Drama,Tokyo Love Story,31304
4134,Japan,1990,Movie,Dreams ,3214
4140,Japan,2015,Movie,Tag,11096
4144,Japan,2020,Drama,17.3 About a Sex,35605
4162,Japan,2010,Movie,Ai no Kotodama 2: Sekai no Hate Made,4101
4169,Japan,2021,Drama,Aoki Vuanpaia no Nayami,38593
4238,Japan,2015,Movie,Forever Summer,13836
4261,Japan,2016,Movie,Hakuouki SSL - Sweet School Life - The Movie,13528
4263,Japan,2017,Drama,Hana ni Keda Mono,18618
4264,Japan,2019,Drama,Hana ni Keda Mono Season 2,25232
4266,Japan,2019,Movie,Hatsukoi Loss Time,25085
4293,Japan,2018,Drama,Kareshi wo Loan de Kaimashita,20653
4295,Japan,2021,Drama Special,Kieta Hatsukoi Class Diary,45128
4306,Japan,2018,Drama,Kono Koi wa Tsumi na no ka!?,23784
4307,Japan,2020,Drama,Kono Otoko wa Jinsei Saidai no Ayamachidesu,30453
4396,Japan,2021,Drama,Nishiogikubo Mitsuboshi Youshudou,39149
4410,Japan,2019,Drama,One Page Love,24864
4411,Japan,2019,Drama,Onzoshi Boys,25496
4412,Japan,2021,Drama,Oshi no Oujisama,41557
4436,Japan,2014,Movie,Same Difference,12595
4459,Japan,2021,Drama Special,Surrogacy,40047
4465,Japan,2020,Movie,Takizawa Kabuki ZERO 2020: The Movie,33256
4466,Japan,2010,Movie,Takumi-kun Series 3: The Beauty of Detail,1408
4467,Japan,2010,Movie,Takumi-kun Series 4: Pure,1409
4483,Japan,2020,Movie,The Cornered Mouse Dreams of Cheese,25030
4584,Japan,2019,Drama,"Fujoshi, Ukkari Gei ni Kokuru",25674
4602,Japan,2021,Drama,The Ingenuity of the House Husband,42897
4603,Japan,2008,Movie,The Ramen Girl,30405
4608,Japan,2022,Movie,Usogui,42348
4610,Japan,2019,Movie,Kakegurui the Movie,24251
4620,Japan,2010,Drama,Angel Bank,734
4621,Japan,2004,Movie,Be With You,463
4622,Japan,2009,Movie,BeatRock☆Love,3721
4623,Japan,2008,Movie,Classmates,1479
4624,Japan,2008,Movie,Forbidden Love,2019
4625,Japan,2008,Drama Special,Furuhata Chugakusei,2230
4626,Japan,2013,Drama Special,GTO: New Year Special! Winter Break with A Hot-Blooded Class,5556
4627,Japan,2007,Movie,Itsuka no Kimi e,1493
4629,Japan,2009,Drama Special,Niini no Koto wo Wasurenaide,2533
4630,Japan,2005,Drama,Pink no Idenshi,3745
4631,Japan,2001,Drama Special,Shounen wa Tori ni Natta,2042
4632,Japan,2010,Movie,Solanin,603
4633,Japan,2004,Drama,"Sore wa, Totsuzen, Arashi no you ni..",264
4634,Japan,2006,Drama,Taiyou no Uta,2245
4647,Japan,2012,Movie,Fujimi Orchestra,5114
4657,Japan,2018,Drama,Love Rerun,20805
4665,Japan,2014,Drama,Shitsuren Chocolatier,7687
4684,Japan,2016,Drama,Cinderella Formula,14245
4692,Japan,2007,Drama,Erai Tokoro ni Totsuide Shimatta!,1352
4696,Japan,2016,Drama,Fukuyado Honpo - Kyoto Love Story,14823
4706,Japan,2018,Drama,Kemono ni Narenai Watashitachi,22683
4713,Japan,2021,Drama,Koi wa Deep ni,39602
4716,Japan,2019,Drama,Kore wa Keihi de Ochimasen!,26438
4733,Japan,2017,Movie,Mischievous Kiss The Movie: Campus,13713
4734,Japan,2017,Movie,Mischievous Kiss The Movie: The Proposal,15666
4766,Japan,2016,Drama,"Seisei Suruhodo, Aishiteru",14285
4768,Japan,2014,Drama,Senryokugai Sousakan,7778
4789,Japan,2019,Drama,"Watashi, Teiji de Kaerimasu",24830
4809,Japan,2013,Movie,CULT,6710
4820,Japan,2016,Movie,I Am a Hero,14040
4824,Japan,2007,Movie,Kuchisake-Onna,2207
4825,Japan,2008,Movie,Kuchisake-Onna 2,3809
4831,Japan,2022,Drama,More than Words,48576
4835,Japan,2005,Movie,Noroi: The Curse,3047
4836,Japan,2010,Movie,Nude,4747
4837,Japan,2009,Movie,Occult,4905
4839,Japan,2011,Movie,Ousama Game,3460
4849,Japan,2010,Movie,Shirome,2069
4864,Japan,2015,Drama,Transit Girls,13167
4871,Japan,2010,Movie,Yuriko's Aroma,4137
4884,Japan,2021,Drama,Kotaro wa Hitorigurashi,39745
4885,Japan,2011,Drama,11 Nin mo Iru!,2947
4886,Japan,2006,Drama,14-sai no Haha,194
4887,Japan,2013,Drama,35 sai no Koukousei,5792
4888,Japan,2015,Drama,37.5°C no Namida,12253
4889,Japan,2008,Movie,700 Days of Battle: Us vs. the Police,889
4890,Japan,2007,Movie,A Gentle Breeze in the Village,4146
4891,Japan,2010,Movie,About Her Brother,6762
4892,Japan,2007,Movie,Adrift in Tokyo,886
4893,Japan,2002,Movie,Alive,4474
4894,Japan,2001,Movie,All About Lily Chou Chou,1924
4895,Japan,2014,Drama,"Ashita, Mama ga Inai",7773
4896,Japan,2012,Drama,Beautiful Rain ,4365
4897,Japan,2013,Drama,Biblia Koshodou no Jiken Techou,5557
4898,Japan,2012,Drama,Brand Guardians,8366
4899,Japan,2012,Movie,Bread of Happiness,3450
4900,Japan,2016,Drama,Budokan,13345
4901,Japan,2011,Movie,Bunny Drop,1568
4902,Japan,2002,Movie,Dark Water,1296
4903,Japan,2014,Drama,Dear Sister,10085
4906,Japan,2004,Movie,Drugstore Girl,1613
4907,Japan,2008,Movie,"Fine, Totally Fine",3539
4908,Japan,2015,Drama,Ghost Writer,10559
4909,Japan,2010,Drama,Hagane no Onna,1325
4910,Japan,2004,Movie,Hana & Alice,522
4911,Japan,2010,Drama,Hanbun ESPer,6669
4912,Japan,2013,Drama,Hanzawa Naoki,6548
4913,Japan,2012,Drama Special,Honto ni Atta Kowai Hanashi: Summer Special 2012,4918
4914,Japan,2004,Movie,Hotaru no Hoshi,4587
4915,Japan,2010,Movie,How to Have Fun Writing a Light Novel,3331
4916,Japan,2012,Movie,I Have To Buy New Shoes,3894
4917,Japan,2015,Drama,I'm Home,11127
4918,Japan,2011,Drama,IS - Otoko Demo Onna Demo Nai Sei,2723
4919,Japan,2017,Drama,Ito-kun A to E,17668
4920,Japan,2013,Drama,Itsuka Hi no Ataru Basho de,5110
4921,Japan,1980,Movie,Kagemusha,6989
4922,Japan,2011,Drama,Kaseifu no Mita,2990
4923,Japan,2011,Drama Special,Kasha,3170
4924,Japan,2012,Movie,Key of Life,3889
4925,Japan,2004,Movie,Kibakichi,6905
4926,Japan,2004,Movie,Kibakichi 2,6906
4927,Japan,2009,Drama,Koisuru Seiza,7897
4928,Japan,2007,Drama,Life,567
4929,Japan,2013,Movie,"Like Father, Like Son",6657
4930,Japan,2003,Movie,Love Collage,3281
4931,Japan,2011,Drama,Marumo no Okite,1336
4932,Japan,2011,Drama Special,Marumo no Okite SP,3012
4933,Japan,2015,Movie,Midnight Diner,10316
4934,Japan,2002,Movie,Minimoni ja Movie: Okashi na Daibouken,7219
4935,Japan,2004,Drama,Minimoni's Bremen town Musicians,2526
4936,Japan,2011,Movie,Mobile Detective: The Movie 3,2055
4937,Japan,2011,Movie,Mobile Girlfriend,1601
4938,Japan,2010,Drama,Mother,310
4939,Japan,2007,Movie,Mushishi,718
4940,Japan,2010,Movie,My Darling Is a Foreigner,346
4941,Japan,2013,Drama,"Nakuna, Hara-chan",5515
